106491,[118-74-1]_[hexachlorobenzene],liver,3,2,0
116463,[7439-97-6]_[mercury],any_congenital,3,2,0
19607932,[7440-43-9]_[cadmium],reproductive,1,2,0
121077,[118-74-1]_[hexachlorobenzene],integument,NULL,NULL,1
124818,[133-06-2]_[captan],any_congenital,NULL,NULL,1
126149,[1163-19-5]_[decabromobiphenyl ether],any_congenital,2,2,0
135814,[79-01-6]_[trichloroethylene],neuro,NULL,NULL,1
151223,[50-00-0]_[formaldehyde],lung,1,2,0
154288,[1934-21-0]_[tartrazine],lung,NULL,NULL,1
154385,[12427-38-2]_[maneb],immune,1,1,0
157359,[79-01-6]_[trichloroethylene],liver_cancer,2,2,0
161085,[87-68-3]_[hexachlorobutadiene],renal,1,2,0
163474,[7440-43-9]_[cadmium],lung,NULL,NULL,1
163612,[unknowncas]_[rf not phone],neuro,3,2,0
164879,[79-06-1]_[acrylamide],neuro,NULL,NULL,1
22982771,[7440-43-9]_[Cadmium],renal,1,2,0
21809093,[7440-43-9]_[Cadmium],renal,1,3,0
22124863,[7440-43-9]_[Cadmium],renal,1,2,0
1305879,[1563-66-2]_[Carbofuran],neuro,1,2,0
23555641,[unknownCAS]_[dietary salt],gastrointestinal_cancer,1,1,0
23569116,[unknownCAS]_[dietary salt],gastrointestinal_cancer,1,2,0
23111700,[unknownCAS]_[dietary salt],gastrointestinal_cancer,NULL,NULL,1
22836163,[unknownCAS]_[dietary salt],heart_chf,1,2,0
22258268,[unknownCAS]_[dietary salt],heart_ischemic,1,1,0
22123673,[unknownCAS]_[dietary salt],heart_ischemic,NULL,NULL,1
22914686,[unknownCAS]_[dietary salt],heart_ischemic,NULL,NULL,1
22142697,[unknownCAS]_[dietary salt],heart_ischemic,1,2,0
23800912,[unknownCAS]_[dietary salt],heart_ischemic,NULL,NULL,2
21228265,[unknownCAS]_[dietary salt],heart_ischemic,1,1,0
20935579,[unknownCAS]_[dietary salt],heart_ischemic,1,2,0
23123763,[unknownCAS]_[dietary salt],heart_ischemic,NULL,NULL,1
22836163,[unknownCAS]_[dietary salt],heart_ischemic,1,2,0
23438293,[unknownCAS]_[dietary salt],heart_ischemic,NULL,NULL,1
21418087,[unknownCAS]_[dietary salt],heart_ischemic,NULL,NULL,1
23197156,[unknownCAS]_[dietary salt],heart_ischemic,NULL,NULL,1
1283795,[2921-88-2]_[chlorpyrifos],any_congenital,1,2,0
1291481,[50-00-0]_[formaldehyde],cognitive,1,2,0
8323570,[unknowncas]_[emf not rf],reproductive,1,2,0
1293329,[unknowncas]_[pyrethrins],any_congenital,2,2,0
1293472,[14807-96-6]_[talc],lung,1,2,0
10906426,[140-66-9]_[4-tert-octylphenol],reproductive,1,2,0
1295976,[106-46-7]_[4-dichlorobenzene],neuro,1,1,0
1298271,[7439-97-6]_[mercury],renal,NULL,NULL,2
1302576,[unknownCAS]_[dietary salt],gastrointestinal_cancer,NULL,NULL,2
1303942,[7440-43-9]_[cadmium],lung,1,1,0
1303962,[7440-43-9]_[cadmium],renal,NULL,NULL,1
1303968,[7440-43-9]_[cadmium],lung_cancer,3,2,0
1303969,[7440-43-9]_[cadmium],lung_cancer,NULL,NULL,1
11361040,[80-05-7]_[bisphenol A],reproductive,1,2,0
1312313,[7440-48-4]_[cobalt],lung,1,1,0
1314920,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1,1,0
1316880,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,2,1,0
1318731,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1,1,0
1319319,[79-06-1]_[acrylamide],endocrine_cancer,1,3,0
1323354,[79-01-6]_[trichloroethylene],lung,1,1,0
12594525,[116-14-3]_[tetrafluoroethylene],liver_cancer,1,2,0
23603811,[74-83-9]_[methyl bromide],reproductive,1,1,0
22094458,[7440-43-9]_[Cadmium],lung,1,3,0
7513821,[79-06-1]_[Acrylamide],reproductive,NULL,NULL,1
2039021,[unknownCAS]_[dietary salt],heart_ischemic,3,1,0
2039743,[unknowncas]_[mold],lung,2,1,0
2039751,[14807-96-6]_[talc],lung,NULL,NULL,2
2046625,[22839-47-0]_[aspartame],cognitive,2,2,0
2046631,[688-73-3]_[tributyltin],any_congenital,1,2,0
2046688,[140-88-5]_[ethyl acrylate],gastrointestinal_cancer,NULL,NULL,1
2047810,[140-88-5]_[ethyl acrylate],gastrointestinal_cancer,3,1,0
2048157,[104-76-7]_[2-ethylhexanol],liver,1,3,0
2048760,[50-00-0]_[formaldehyde],lung,NULL,NULL,1
15509668,[25154-52-3]_[nonylphenol],reproductive,1,2,0
22078113,[unknowncas]_[nano_silver],reproductive,1,2,0
2056332,[7440-48-4]_[cobalt],eye,1,1,0
2056915,[140-88-5]_[ethyl acrylate],gastrointestinal,2,2,0
2058709,[unknownCAS]_[dietary salt],renal,1,2,0
1332651,[131-18-0]_[di-n-pentyl phthalate],reproductive,1,2,0
2065629,[7440-36-0]_[antimony],lung,2,2,0
2067636,[7439-92-1]_[lead],neuro,1,1,0
2069046,[106-46-7]_[4-dichlorobenzene],liver,NULL,3,3
2069046,"[541-73-1]_[1,3-dichlorobenzene]",any_congenital,NULL,3,3
2069046,[95-50-1]_[2-dichlorobenzene],liver,NULL,3,3
2069048,[106-46-7]_[4-dichlorobenzene],liver,3,2,0
2069048,[95-50-1]_[2-dichlorobenzene],liver,3,2,0
2070427,[unknowncas]_[sugar],renal,NULL,NULL,1
2070839,[7440-48-4]_[cobalt],lung_cancer,1,2,0
15336709,[117-81-7]_[Diethylhexyl Phthalate],reproductive,NULL,NULL,1
2077699,[127-18-4]_[tetrachloroethylene],neuro,1,2,0
15562782,[84-74-2]_[dibutyl phthalate],reproductive,1,2,0
8838635,[1912-24-9]_[atrazine],reproductive,NULL,NULL,1
2084619,[unknownCAS]_[dietary salt],gastrointestinal_cancer,1,1,0
2094337,[unknowncas]_[rf not phone],hematologic_cancer,NULL,NULL,2
2094448,[unknowncas]_[mold],lung,1,2,0
2097822,[50-00-0]_[formaldehyde],hematologic_cancer,NULL,NULL,2
2099787,[UnknownCAS]_[Pyrethrins],neuro,1,2,0
2101171,[79-06-1]_[Acrylamide],neuro,NULL,NULL,1
3370342,"[541-73-1]_[1,3-dichlorobenzene]",reproductive,3,2,0
2113712,[12108-13-3]_[2-methylcyclopentadienyl manganese tricarbonyl],neuro,NULL,NULL,1
11764848,[7439-92-1]_[lead],reproductive,NULL,NULL,1
2116471,[18540-29-9]_[chromium hexavalent ion],renal,1,2,0
167657,[7440-43-9]_[cadmium],renal,NULL,NULL,1
173001,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1,1,0
174053,[7439-92-1]_[lead],any_congenital,1,2,0
17911488,[80-05-7]_[bisphenol A],reproductive,NULL,NULL,2
19394271,[80-05-7]_[bisphenol A],reproductive,NULL,1,3
179724,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1,1,0
19731247,[85-68-7]_[butylbenzyl phthalate],reproductive,NULL,2,3
18700285,[2921-88-2]_[chlorpyrifos],reproductive,NULL,NULL,2
195278,[79-06-1]_[acrylamide],neuro,1,1,0
198703,[7440-48-4]_[cobalt],heart_other,NULL,NULL,1
199140,[79-01-6]_[trichloroethylene],any_congenital,1,2,0
203664,"[8016-94-2]_[Fats and Glyceridic oils, vegetable, brominated]",muscle,1,2,0
204000,[7440-43-9]_[cadmium],lung,3,1,0
206428,[127-18-4]_[tetrachloroethylene],liver_cancer,1,2,0
206428,[79-01-6]_[trichloroethylene],liver_cancer,1,2,0
207070,[79-06-1]_[Acrylamide],neuro,1,2,0
208180,[unknowncas]_[soda],endocrine,NULL,NULL,1
958498,[1912-24-9]_[atrazine],reproductive,3,2,0
212078,[UnknownCAS]_[Pyrethrins],neuro,3,2,0
213095,[79-01-6]_[trichloroethylene],neuro,1,1,0
215852,[7439-91-0]_[lanthanum],any_congenital,NULL,NULL,1
21820740,[118-74-1]_[Hexachlorobenzene],reproductive,NULL,1,3
217078,[79-06-1]_[acrylamide],neuro,1,2,0
223703,[1071-83-6]_[glyphosate],liver,3,3,0
226340,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,NULL,NULL,1
10620523,[7439-92-1]_[lead],reproductive,1,1,0
234123,[7440-48-4]_[cobalt],heart_other,1,2,0
16193753,[UnknownCAS]_[Pyrethrins],reproductive,1,2,0
249341,[unknowncas]_[rf not phone],neuro,NULL,NULL,1
263284,"[126-72-7]_[tris(2,3-dibromopropyl)phosphate]",other_cancer,NULL,NULL,2
272472,[71-43-2]_[benzene],any_congenital,1,2,0
279741,[79-01-6]_[trichloroethylene],any_congenital,1,1,0
292813,[79-01-6]_[trichloroethylene],gastrointestinal_cancer,2,2,0
292813,[79-01-6]_[trichloroethylene],lung_cancer,2,2,0
295244,[unknowncas]_[rf not phone],neuro,NULL,NULL,1
12520397,[50471-44-8]_[vinclozolin],reproductive,1,2,0
299574,[100-42-5]_[styrene],cognitive,NULL,NULL,1
318761,"[126-72-7]_[tris(2,3-dibromopropyl)phosphate]",liver,1,3,0
326463,[1934-21-0]_[tartrazine],integument,NULL,NULL,1
327790,[1934-21-0]_[tartrazine],integument,1,1,0
331510,[7439-97-6]_[mercury],renal,1,1,0
8499661,[7440-48-4]_[cobalt],reproductive,1,2,0
340420,[1934-21-0]_[tartrazine],integument,1,1,0
20377313,[7440-43-9]_[cadmium],reproductive,NULL,NULL,1
1324327,[79-06-1]_[Acrylamide],neuro,1,2,0
1326284,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1,1,0
1326347,[7440-36-0]_[antimony],lung,NULL,NULL,1
1336490,[117-81-7]_[diethylhexyl phthalate],liver_cancer,3,2,0
452032,[118-74-1]_[hexachlorobenzene],reproductive,2,2,0
1342177,"[8016-94-2]_[Fats and Glyceridic oils, vegetable, brominated]",endocrine,1,2,0
1342177,"[8016-94-2]_[Fats and Glyceridic oils, vegetable, brominated]",heart_other,1,2,0
1342177,"[8016-94-2]_[Fats and Glyceridic oils, vegetable, brominated]",liver,1,2,0
1342284,[7440-43-9]_[cadmium],lung_cancer,NULL,NULL,2
1349223,[18540-29-9]_[chromium hexavalent ion],hematologic,1,3,0
1352112,[107-06-2]_[ethylene dichloride],lung,NULL,2,3
1352112,[127-18-4]_[tetrachloroethylene],lung,NULL,2,3
1352117,[7440-43-9]_[cadmium],lung,1,2,0
1352315,[117-84-0]_[di-n-octyl phthalate],liver,1,2,0
1359280,[unknowncas]_[emf not rf],neuro_cancer,NULL,NULL,1
1361692,[7439-97-6]_[mercury],neuro,1,3,0
1362012,[111-77-3]_[diethylene glycol monomethyl ether],liver,2,2,0
1364395,[115-96-8]_[tris(chloroethyl)phosphate],integument,2,2,0
1364395,[115-96-8]_[tris(chloroethyl)phosphate],other_cancer,2,2,0
1366312,[79-01-6]_[trichloroethylene],lung,2,2,0
1373251,[74-83-9]_[methyl bromide],neuro,1,1,0
9325022,[80-05-7]_[bisphenol A],reproductive,2,2,0
1377665,[74-83-9]_[methyl bromide],neuro,1,2,0
1378462,[50-00-0]_[formaldehyde],lung,1,2,0
1386775,[unknownCAS]_[dietary salt],heart_chf,NULL,NULL,1
1388010,[688-73-3]_[tributyltin],lymphatic,1,3,0
1388705,[7440-43-9]_[cadmium],lung_cancer,NULL,NULL,1
1392296,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,NULL,3,3
1396456,[7440-48-4]_[cobalt],lung,1,2,0
1396461,[7440-48-4]_[cobalt],lung,1,2,0
1399020,[79-01-6]_[trichloroethylene],neuro,3,1,0
1411368,[18540-29-9]_[chromium hexavalent ion],renal,2,1,0
1419854,[100-42-5]_[styrene],cognitive,1,1,0
1423744,[106-46-7]_[4-dichlorobenzene],liver,NULL,3,3
1423744,[95-50-1]_[2-dichlorobenzene],liver,NULL,3,3
1428115,[unknownCAS]_[dietary salt],heart_chf,1,2,0
1430673,[50-00-0]_[formaldehyde],lung,2,1,0
1435245,[7439-97-6]_[mercury],cognitive,1,1,0
22281303,[75-26-3]_[2-bromopropane],reproductive,NULL,NULL,1
22366644,[127-18-4]_[Tetrachloroethylene],lung,NULL,NULL,2
22683487,[UnknownCAS]_[aloe emodin],integument_cancer,1,3,0
23257938,[UnknownCAS]_[Aloe],liver,2,1,0
23472485,[UnknownCAS]_[Aloe],liver,NULL,NULL,1
23376510,[UnknownCAS]_[Aloe],liver,2,2,0
23472485,[UnknownCAS]_[Aloe],renal,NULL,NULL,1
23376510,[UnknownCAS]_[Aloe],renal,2,2,0
23467606,[7440-43-9]_[Cadmium],lung,1,1,0
3653577,[74-83-9]_[methyl bromide],ent_other,1,2,0
3653577,[74-83-9]_[methyl bromide],neuro,1,2,0
3655683,[7439-91-0]_[lanthanum],any_congenital,NULL,NULL,1
3656937,[7439-97-6]_[mercury],heart_other,1,2,0
3657692,[7440-48-4]_[cobalt],lung,1,1,0
3657753,[79-01-6]_[trichloroethylene],neuro,1,2,0
3657889,[22839-47-0]_[aspartame],neuro,2,1,0
3660416,[87-68-3]_[hexachlorobutadiene],renal,1,2,0
3660950,[122-34-9]_[simazine],breast,NULL,3,3
3660950,[1912-24-9]_[atrazine],breast,NULL,3,3
3662814,[127-18-4]_[tetrachloroethylene],neuro,1,2,0
3664963,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,1,2,0
3672002,[50-00-0]_[formaldehyde],ent_cancer,1,1,0
3672522,[111-76-2]_[n-butoxyethanol],hematologic,1,2,0
3674880,[87-68-3]_[hexachlorobutadiene],renal,1,3,0
3676803,[79-06-1]_[Acrylamide],neuro,1,2,0
3681494,[7440-43-9]_[cadmium],lung_cancer,2,1,0
3681534,[7440-48-4]_[cobalt],bonejoint,2,2,0
3683571,[unknowncas]_[rf not phone],neuro,NULL,NULL,1
3684841,[7439-97-6]_[mercury],renal,NULL,1,0
3686556,[335-67-1]_[perfluorooctanoic acid],liver,1,2,0
3686556,[375-95-1]_[perfluoro-n-nonanoic acid],liver,1,2,0
3694703,[1163-19-5]_[decabromobiphenyl ether],liver,NULL,2,3
3695938,[100-42-5]_[styrene],cognitive,NULL,1,3
3697859,[50-00-0]_[formaldehyde],lung,2,1,0
3698209,[18540-29-9]_[chromium hexavalent ion],lung_cancer,1,2,0
3699329,[111-77-3]_[diethylene glycol monomethyl ether],bonejoint,1,2,0
3395185,[7439-97-6]_[mercury],reproductive,3,2,0
3704626,[7440-43-9]_[cadmium],lung_cancer,1,1,0
3709447,[117-81-7]_[diethylhexyl phthalate],any_congenital,1,2,0
3709453,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,1,2,0
3709454,[117-81-7]_[diethylhexyl phthalate],liver_cancer,1,6,0
3709457,[117-81-7]_[diethylhexyl phthalate],liver_cancer,1,2,0
21541378,fullerenes,reproductive,2,2,0
2725542,[117-81-7]_[diethylhexyl phthalate],reproductive,NULL,NULL,1
2116661,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,NULL,3,3
1191803,[7440-36-0]_[antimony],reproductive,3,2,0
381682,[106-93-4]_[ethylene dibromide],reproductive,1,2,0
2136049,[12427-38-2]_[maneb],any_congenital,1,2,0
2136230,[18540-29-9]_[chromium hexavalent ion],hematologic,1,3,0
2137830,[unknownCAS]_[dietary salt],heart_other,1,1,0
2140187,[14807-96-6]_[talc],lung,1,1,0
2142497,[118-74-1]_[hexachlorobenzene],integument,1,1,0
2143312,[127-18-4]_[tetrachloroethylene],any_congenital,2,1,0
2148191,[unknownCAS]_[dietary salt],heart_chf,NULL,NULL,1
2148191,[unknownCAS]_[dietary salt],heart_ischemic,NULL,NULL,1
2153064,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1,1,0
2158664,[unknownCAS]_[dietary salt],vascular,1,2,0
2159400,[7440-36-0]_[antimony],lung,1,3,0
2160215,[7440-48-4]_[cobalt],lung,1,1,0
2166005,[7440-48-4]_[cobalt],lung,1,1,0
2168308,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1,1,0
2168316,[7440-48-4]_[cobalt],lung,1,3,0
2169411,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,NULL,NULL,1
19513829,[25637-99-4]_[hexabromocyclododecane],reproductive,NULL,2,3
2178966,[7440-48-4]_[cobalt],lung_cancer,NULL,NULL,1
2183958,[unknownCAS]_[dietary salt],renal,1,2,0
2184477,[50-00-0]_[formaldehyde],ent_cancer,NULL,NULL,1
2188575,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,NULL,NULL,1
2192968,[87-68-3]_[hexachlorobutadiene],liver,NULL,NULL,1
2196119,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,1,2,0
2202008,[unknowncas]_[rf not phone],heart_other,NULL,NULL,2
2203205,[71-43-2]_[benzene],any_congenital,NULL,NULL,1
2204438,[7440-48-4]_[cobalt],bonejoint,1,1,0
2205482,[100-42-5]_[styrene],hematologic_cancer,1,1,0
2205482,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,NULL,NULL,1
2205496,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,NULL,NULL,1
2207035,[unknowncas]_[emf not rf],neuro_cancer,1,1,0
2208079,[8018-01-7]_[mancozeb],integument_cancer,1,2,0
2208114,[unknowncas]_[aloe emodin],other_cancer,1,2,0
2208114,[unknowncas]_[aloe],liver,2,2,0
2208121,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,1,2,0
2209008,[12427-38-2]_[maneb],immune,1,1,0
12237977,[8018-01-7]_[mancozeb],reproductive,1,2,0
2215583,[7439-97-6]_[mercury],neuro,NULL,NULL,2
15886896,[80-05-7]_[bisphenol a],reproductive,1,2,0
2219150,[79-01-6]_[trichloroethylene],renal_cancer,NULL,NULL,1
2221600,[50-00-0]_[formaldehyde],lung,NULL,NULL,1
11311214,[335-67-1]_[perfluorooctanoic acid],reproductive,NULL,2,3
2227161,[7440-48-4]_[cobalt],lung_cancer,1,2,0
2228257,[7440-43-9]_[cadmium],lung_cancer,3,1,0
347576,"[13674-87-8]_[tris(1,3-dichloro-2-propyl)phosphate]",liver,1,3,0
18007977,[1763-23-1]_[perfluorooctane sulfonic acid],reproductive,NULL,NULL,2
351859,[117-81-7]_[diethylhexyl phthalate],any_congenital,NULL,NULL,1
352207,[7440-43-9]_[cadmium],lung,NULL,NULL,1
354666,[79-01-6]_[trichloroethylene],neuro,NULL,NULL,1
356017,[7440-48-4]_[cobalt],lung,1,1,0
356438,[7439-96-5]_[manganese],neuro,NULL,NULL,1
356438,[7439-97-6]_[mercury],neuro,NULL,NULL,1
358497,[117-81-7]_[diethylhexyl phthalate],any_congenital,NULL,NULL,1
363535,[7440-48-4]_[cobalt],heart_other,1,2,0
365843,[7439-97-6]_[mercury],heart_other,NULL,NULL,1
370325,[unknowncas]_[pyrethrins],any_congenital,2,2,0
12507653,[79-06-1]_[Acrylamide],reproductive,NULL,NULL,1
374145,[3380-34-5]_[triclosan],integument,2,4,0
374233,[75-35-4]_[vinylidene chloride],any_congenital,NULL,NULL,1
22105045,[7440-48-4]_[Cobalt],reproductive,NULL,NULL,2
7030435,[106-93-4]_[ethylene dibromide],reproductive,3,1,0
393641,[118-74-1]_[hexachlorobenzene],integument,NULL,NULL,1
8923614,[75-26-3]_[2-bromopropane],reproductive,1,1,0
397173,[75-09-2]_[methylene chloride],lung_cancer,NULL,NULL,2
397176,[127-18-4]_[tetrachloroethylene],any_congenital,NULL,NULL,1
397176,[127-18-4]_[tetrachloroethylene],liver_cancer,NULL,NULL,1
397178,[79-01-6]_[trichloroethylene],any_congenital,NULL,NULL,1
8628325,[79-06-1]_[acrylamide],reproductive,1,3,0
405934,[7439-97-6]_[mercury],eye,1,2,0
406481,[80-62-6]_[methylmethacrylate],lung,1,2,0
12503758,[688-73-3]_[tributyltin],reproductive,1,2,0
452026,[51-03-6]_[piperonyl butoxide],reproductive,3,2,0
411074,[unknowncas]_[sugar],renal,3,1,0
18977567,[32534-81-9]_[pentabromodiphenyl ether],reproductive,1,2,0
412611,[1934-21-0]_[tartrazine],lung,1,1,0
16448848,[7439-97-6]_[mercury],reproductive,NULL,NULL,1
424704,[79-01-6]_[trichloroethylene],neuro,NULL,2,3
425109,[87-68-3]_[hexachlorobutadiene],renal,3,2,0
434285,[127-18-4]_[tetrachloroethylene],hematologic_cancer,1,1,0
434285,[79-01-6]_[trichloroethylene],hematologic_cancer,1,1,0
437637,[79-01-6]_[trichloroethylene],neuro,1,1,0
16641537,[50471-44-8]_[vinclozolin],reproductive,3,2,0
4080382,[60-51-5]_[dimethoate],reproductive,1,1,0
446444,[127-18-4]_[tetrachloroethylene],lung,NULL,2,3
15195809,[18540-29-9]_[chromium hexavalent ion],reproductive,1,2,0
447949,[1934-21-0]_[tartrazine],lung,2,1,0
449666,[7440-43-9]_[cadmium],lung,1,2,0
452032,[118-74-1]_[hexachlorobenzene],any_congenital,3,2,0
452550,[unknowncas]_[emf not rf],heart_other,NULL,NULL,1
453700,[14807-96-6]_[talc],lung,1,1,0
465949,[14807-96-6]_[talc],lung,1,1,0
1359854,[106-46-7]_[4-dichlorobenzene],liver_cancer,1,2,0
22467024,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,3,2,0
23469202,[7440-48-4]_[Cobalt],lung,1,3,0
23550602,[7440-48-4]_[Cobalt],lung,NULL,2,3
23117413,[99-76-3]_[methylparaben],reproductive,NULL,NULL,2
22721761,[99-76-3]_[methylparaben],reproductive,NULL,1,3
23487841,[127-18-4]_[Tetrachloroethylene],any_congenital,NULL,NULL,2
4813286,[7440-48-4]_[cobalt],heart_other,NULL,NULL,2
4813696,[79-01-6]_[trichloroethylene],lung,NULL,1,3
4813697,[79-01-6]_[trichloroethylene],lung,NULL,1,3
18560539,[127-18-4]_[tetrachloroethylene],reproductive,2,1,0
4829829,[71-43-2]_[benzene],hematologic_cancer,NULL,NULL,1
4835597,[7439-97-6]_[mercury],renal,3,2,0
4839903,[7440-36-0]_[antimony],heart_other,1,2,0
4854601,[14807-96-6]_[talc],lung,1,1,0
16583092,[106-93-4]_[ethylene dibromide],reproductive,NULL,NULL,1
16712879,[688-73-3]_[tributyltin],reproductive,NULL,NULL,2
4902038,[7440-43-9]_[cadmium],lung_cancer,NULL,NULL,1
4906438,[7440-48-4]_[cobalt],heart_other,1,1,0
32456,[79-01-6]_[trichloroethylene],reproductive,NULL,NULL,1
4912229,[79-01-6]_[trichloroethylene],neuro_cancer,NULL,NULL,1
4921698,[7440-36-0]_[antimony],lung,NULL,NULL,1
4932110,[7439-97-6]_[mercury],any_congenital,NULL,3,3
4932287,[unknowncas]_[rf not phone],neuro,NULL,NULL,1
8664779,[7439-97-6]_[mercury],reproductive,NULL,NULL,2
4948449,[7439-97-6]_[mercury],eye,NULL,NULL,1
4978480,[unknowncas]_[sugar],endocrine,1,1,0
4998824,[133-06-2]_[captan],any_congenital,3,2,0
124818,[133-06-2]_[captan],reproductive,NULL,NULL,1
5002676,[79-01-6]_[trichloroethylene],neuro,NULL,NULL,1
2980345,[106-93-4]_[ethylene dibromide],reproductive,1,1,0
5008662,[80-62-6]_[methylmethacrylate],heart_other,3,2,0
5014033,[unknowncas]_[sugar],renal,NULL,NULL,1
4237668,[7440-43-9]_[cadmium],reproductive,3,2,0
5027600,[7440-48-4]_[cobalt],heart_other,3,1,0
5044100,[14807-96-6]_[talc],lung,1,1,0
22202747,[106-94-5]_[1-bromopropane],any_congenital,NULL,NULL,1
22202747,[75-26-3]_[2-bromopropane],any_congenital,NULL,NULL,1
2441910,[unknownCAS]_[dietary salt],vascular,1,2,0
